Academic license - for non-commercial use only
#states     factor     time-vi    time-2lp  
       175       0.92    9.65801    0.02539
       175       0.93    9.60739    0.02585
       175       0.94    9.67503    0.02704
       175       0.95    9.63212    0.03082
       175       0.96    9.69216    0.02939
       175       0.97    9.68213    0.02435
       175       0.98    9.67665    0.03064
       175       0.99    9.64656    0.02758
       175       1.00    9.65651    0.02552
       225      -0.99   10.54758    0.03033
       225      -0.98   10.56133    0.03021
       225      -0.97   10.85311    0.03020
       225      -0.96   10.93320    0.03313
       225      -0.95   10.73816    0.02979
       225      -0.94   10.90078    0.02973
       225      -0.93   10.98380    0.02922
       225      -0.92   10.88655    0.03034
       225      -0.91   11.17788    0.03004
       225      -0.90   11.02107    0.03031
       225      -0.89   10.89109    0.03521
       225      -0.88   11.16826    0.03017
       225      -0.87   11.18420    0.02943
       225      -0.86   11.07990    0.03043
       225      -0.85   11.17398    0.03144
       225      -0.84   11.33815    0.03051
       225      -0.83   11.26365    0.03039
       225      -0.82   11.52144    0.03682
       225      -0.81   11.46906    0.02942
       225      -0.80   12.11270    0.03021
       225      -0.79   11.68528    0.03055
       225      -0.78   11.63950    0.03077
       225      -0.77   12.07662    0.03376
       225      -0.76   11.69841    0.02937
       225      -0.75   12.24684    0.03004
       225      -0.74   12.15777    0.03179
       225      -0.73   11.79093    0.03082
       225      -0.72   12.11428    0.03050
       225      -0.71   12.17936    0.03026
       225      -0.70   11.91889    0.03340
       225      -0.69   12.88785    0.03196
       225      -0.68   12.46692    0.03036
       225      -0.67   12.27223    0.03576
       225      -0.66   12.48950    0.03133
       225      -0.65   12.76699    0.03232
       225      -0.64   13.13373    0.03150
       225      -0.63   13.10253    0.03006
       225      -0.62   13.67916    0.03150
       225      -0.61   13.63105    0.03156
       225      -0.60   12.96437    0.03758
       225      -0.59   13.45326    0.03182
       225      -0.58   13.69239    0.03272
       225      -0.57   13.61765    0.02977
       225      -0.56   13.47922    0.03146
       225      -0.55   14.00679    0.03216
       225      -0.54   14.05003    0.03229
       225      -0.53   14.05283    0.03163
       225      -0.52   14.74024    0.03213
       225      -0.51   14.43579    0.03570
       225      -0.50   14.71635    0.02970
       225      -0.49   14.70869    0.03000
       225      -0.48   14.73373    0.03431
       225      -0.47   15.28079    0.03123
       225      -0.46   15.76847    0.03081
       225      -0.45   15.54907    0.03813
       225      -0.44   15.45694    0.03609
       225      -0.43   15.58281    0.03222
       225      -0.42   15.46247    0.03120
       225      -0.41   16.44091    0.03543
       225      -0.40   16.04301    0.03220
       225      -0.39   16.73840    0.03228
       225      -0.38   16.89923    0.03043
       225      -0.37   17.23981    0.03238
       225      -0.36   17.41755    0.03207
       225      -0.35   17.26087    0.03330
       225      -0.34   18.39332    0.03177
       225      -0.33   18.29379    0.03297
       225      -0.32   18.81567    0.03264
       225      -0.31   18.81887    0.03157
       225      -0.30   19.40246    0.03714
       225      -0.29   20.05738    0.03213
       225      -0.28   21.06448    0.03497
       225      -0.27   20.01929    0.03291
       225      -0.26   20.87446    0.03689
       225      -0.25   21.20082    0.03320
       225      -0.24   21.75749    0.03247
       225      -0.23   22.65808    0.03670
       225      -0.22   23.75607    0.03529
       225      -0.21   25.47754    0.03407
       225      -0.20   24.51052    0.03478
       225      -0.19   26.36583    0.03529
       225      -0.18   27.32453    0.03152
       225      -0.17   28.64511    0.03330
       225      -0.16   30.20853    0.03079
       225      -0.15   30.98866    0.03220
       225      -0.14   31.93917    0.03163
       225      -0.13   34.11664    0.03215
       225      -0.12   34.70935    0.03181
       225      -0.11   36.87138    0.03221
       225      -0.10   39.76969    0.03453
       225      -0.09   41.14066    0.03206
       225      -0.08   44.54950    0.03736
       225      -0.07   47.89678    0.03414
       225      -0.06   53.66252    0.03261
       225      -0.05   54.19111    0.03306
       225      -0.04   -1.00000    0.03346
       225      -0.03   -1.00000    0.03463
       225      -0.02   -1.00000    0.03548
       225      -0.01   -1.00000    0.04094
       225       0.00   27.64590    0.02976
       225       0.01   -1.00000    0.03648
       225       0.02   -1.00000    0.03605
       225       0.03   -1.00000    0.03609
       225       0.04   -1.00000    0.03728
       225       0.05   -1.00000    0.03699
       225       0.06   -1.00000    0.03774
       225       0.07   -1.00000    0.03784
       225       0.08   -1.00000    0.04179
       225       0.09   -1.00000    0.03929
       225       0.10   -1.00000    0.03726
       225       0.11   57.36330    0.03674
       225       0.12   45.66027    0.03593
       225       0.13   39.79339    0.03595
       225       0.14   36.71155    0.04098
       225       0.15   34.33269    0.03861
       225       0.16   32.40553    0.03730
       225       0.17   31.35216    0.03447
       225       0.18   30.74352    0.03473
       225       0.19   28.71787    0.03582
       225       0.20   28.16677    0.03717
       225       0.21   27.36246    0.03655
       225       0.22   26.99281    0.03645
       225       0.23   26.17177    0.03665
       225       0.24   25.96884    0.03553
       225       0.25   25.38206    0.03428
       225       0.26   25.44504    0.03566
       225       0.27   24.78572    0.03791
       225       0.28   24.70743    0.03537
       225       0.29   24.17721    0.04029
       225       0.30   24.16413    0.03723
       225       0.31   23.98709    0.03569
       225       0.32   23.77169    0.03451
       225       0.33   23.52382    0.03431
       225       0.34   23.27416    0.03531
       225       0.35   23.23326    0.03788
       225       0.36   23.17456    0.03974
       225       0.37   23.01770    0.03333
       225       0.38   23.01380    0.05315
       225       0.39   22.76649    0.03305
       225       0.40   22.68451    0.03373
       225       0.41   22.69151    0.03418
       225       0.42   22.64585    0.03441
       225       0.43   22.32279    0.03388
       225       0.44   22.44457    0.03389
       225       0.45   22.27153    0.03318
       225       0.46   22.50447    0.03433
       225       0.47   22.18346    0.03430
       225       0.48   22.22955    0.03547
       225       0.49   22.15964    0.03417
       225       0.50   21.96702    0.03642
       225       0.51   21.83878    0.03939
       225       0.52   21.90832    0.03350
       225       0.53   21.78422    0.03408
       225       0.54   21.83535    0.03448
       225       0.55   21.94063    0.03631
       225       0.56   21.78749    0.03500
       225       0.57   21.60896    0.03316
       225       0.58   21.70064   -1.00000
       225       0.59   21.58166    0.03593
       225       0.60   21.58325    0.04084
       225       0.61   21.42742    0.03604
       225       0.62   21.40596    0.03629
       225       0.63   21.57563    0.03535
       225       0.64   21.31457   -1.00000
       225       0.65   21.28871    0.03477
       225       0.66   21.31215    0.04058
       225       0.67   21.32484    0.03584
       225       0.68   21.18608    0.03416
       225       0.69   21.19013    0.03824
       225       0.70   21.18883   -1.00000
       225       0.71   21.05517    0.05629
       225       0.72   21.04494   -1.00000
       225       0.73   21.10546   -1.00000
       225       0.74   20.96411    0.04187
       225       0.75   21.02133    0.03554
       225       0.76   21.12750    0.03739
       225       0.77   21.22701    0.04611
       225       0.78   20.99248   -1.00000
       225       0.79   21.08043    0.03596
       225       0.80   20.96671   -1.00000
       225       0.81   20.85068   -1.00000
       225       0.82   21.04570   -1.00000
       225       0.83   20.87617   -1.00000
       225       0.84   20.88702   -1.00000
       225       0.85   21.03348   -1.00000
       225       0.86   20.77367   -1.00000
       225       0.87   20.75024   -1.00000
       225       0.88   20.72482   -1.00000
       225       0.89   20.62745   -1.00000
       225       0.90   20.66037   -1.00000
       225       0.91   20.79263   -1.00000
       225       0.92   20.70781   -1.00000
       225       0.93   20.69873   -1.00000
       225       0.94   20.84233   -1.00000
       225       0.95   20.75628   -1.00000
       225       0.96   20.62510   -1.00000
       225       0.97   20.66592   -1.00000
       225       0.98   20.46033   -1.00000
       225       0.99   20.44822   -1.00000
       225       1.00   20.44880   -1.00000
       275      -0.99   17.52843    0.03634
       275      -0.98   17.36106    0.03874
       275      -0.97   17.49388    0.03676
       275      -0.96   17.49490    0.03630
       275      -0.95   17.39455    0.04222
       275      -0.94   18.35008    0.03605
       275      -0.93   17.58939    0.03746
       275      -0.92   17.82106    0.03712
       275      -0.91   17.81156    0.04042
       275      -0.90   17.95067    0.03698
       275      -0.89   17.76550    0.04330
       275      -0.88   18.28974    0.03717
       275      -0.87   18.17194    0.03925
       275      -0.86   17.83659    0.03607
       275      -0.85   18.09662    0.03723
       275      -0.84   18.40016    0.04367
       275      -0.83   18.36230    0.03654
       275      -0.82   18.53335    0.03840
       275      -0.81   18.47987    0.03771
       275      -0.80   18.81970    0.03676
       275      -0.79   18.90072    0.03638
       275      -0.78   19.05629    0.04543
       275      -0.77   19.00902    0.03793
       275      -0.76   19.27782    0.03760
       275      -0.75   19.10998    0.03829
       275      -0.74   18.96956    0.03626
       275      -0.73   19.21335    0.04382
       275      -0.72   19.38375    0.03894
       275      -0.71   19.61826    0.03815
       275      -0.70   19.71100    0.04167
       275      -0.69   19.73531    0.03899
       275      -0.68   19.74354    0.03907
       275      -0.67   19.84231    0.04539
       275      -0.66   19.79468    0.03878
       275      -0.65   20.21258    0.03966
       275      -0.64   20.20537    0.03865
       275      -0.63   20.66473    0.03927
       275      -0.62   20.88000    0.04739
       275      -0.61   20.91192    0.03909
       275      -0.60   20.41070    0.03805
       275      -0.59   21.23618    0.03660
       275      -0.58   22.11929    0.03751
       275      -0.57   21.28571    0.03947
       275      -0.56   21.70179    0.04501
       275      -0.55   22.27442    0.03764
       275      -0.54   21.98749    0.04270
       275      -0.53   22.13597    0.04055
       275      -0.52   22.44076    0.03978
       275      -0.51   22.13233    0.04477
       275      -0.50   23.77610    0.04237
       275      -0.49   22.88631    0.03956
       275      -0.48   23.63167    0.03771
       275      -0.47   23.38517    0.04072
       275      -0.46   23.69412    0.03951
       275      -0.45   23.66894    0.04318
       275      -0.44   23.74763    0.04173
       275      -0.43   23.67021    0.03878
       275      -0.42   23.52706    0.04212
       275      -0.41   25.21312    0.03827
       275      -0.40   25.62365    0.04534
       275      -0.39   24.90542    0.04072
       275      -0.38   25.35847    0.04069
       275      -0.37   26.17147    0.04020
       275      -0.36   25.74923    0.04476
       275      -0.35   26.39962    0.04116
       275      -0.34   26.91229    0.04401
       275      -0.33   27.74989    0.04175
       275      -0.32   29.73299    0.04313
       275      -0.31   28.53133    0.03992
       275      -0.30   30.70161    0.04062
       275      -0.29   29.82019    0.04547
       275      -0.28   31.08853    0.03995
       275      -0.27   30.97062    0.04023
       275      -0.26   31.99049    0.04034
       275      -0.25   32.45469    0.04041
       275      -0.24   32.33526    0.04429
       275      -0.23   33.62637    0.04499
       275      -0.22   34.93770    0.07087
       275      -0.21   37.67046    0.04095
       275      -0.20   36.29558    0.04563
       275      -0.19   39.17480    0.04301
       275      -0.18   40.02000    0.04522
       275      -0.17   42.12889    0.03969
       275      -0.16   44.07560    0.03961
       275      -0.15   45.63413    0.04000
       275      -0.14   46.88043    0.03918
       275      -0.13   50.57474    0.04243
       275      -0.12   51.58457    0.04533
       275      -0.11   54.23031    0.04035
       275      -0.10   58.64616    0.03996
       275      -0.09   -1.00000    0.03977
       275      -0.08   -1.00000    0.04043
       275      -0.07   -1.00000    0.04545
       275      -0.06   -1.00000    0.04104
       275      -0.05   -1.00000    0.03962
       275      -0.04   -1.00000    0.04143
       275      -0.03   -1.00000    0.04190
       275      -0.02   -1.00000    0.04376
       275      -0.01   -1.00000    0.05099
       275       0.00   45.71989    0.03691
       275       0.01   -1.00000    0.04593
       275       0.02   -1.00000    0.04478
       275       0.03   -1.00000    0.04605
       275       0.04   -1.00000    0.05097
       275       0.05   -1.00000    0.04802
       275       0.06   -1.00000    0.04784
       275       0.07   -1.00000    0.04834
       275       0.08   -1.00000    0.04828
       275       0.09   -1.00000    0.05193
       275       0.10   -1.00000    0.05311
       275       0.11   -1.00000    0.04578
       275       0.12   -1.00000    0.04612
       275       0.13   -1.00000    0.04586
       275       0.14   -1.00000    0.04731
       275       0.15   -1.00000    0.05095
       275       0.16   -1.00000    0.04408
       275       0.17   57.44086    0.04561
       275       0.18   55.08741    0.04817
       275       0.19   53.36516    0.04998
       275       0.20   51.96863    0.04518
       275       0.21   50.62388    0.05654
       275       0.22   49.03061    0.04427
       275       0.23   48.24086    0.04865
       275       0.24   47.66566    0.04504
       275       0.25   46.50968    0.04677
       275       0.26   46.01922    0.05134
       275       0.27   45.15856    0.05007
       275       0.28   44.88248    0.04524
       275       0.29   44.48912    0.04738
       275       0.30   43.80894    0.04506
       275       0.31   43.69653    0.04482
       275       0.32   43.48608    0.05148
       275       0.33   43.12395    0.04468
       275       0.34   42.95891    0.04632
       275       0.35   42.58997    0.04419
       275       0.36   42.28600    0.04120
       275       0.37   41.96102    0.04811
       275       0.38   41.66625    0.04721
       275       0.39   41.57501    0.04807
       275       0.40   41.19928    0.04275
       275       0.41   41.15143    0.04445
       275       0.42   41.06480    0.04346
       275       0.43   41.02552    0.05110
       275       0.44   40.62728    0.04241
       275       0.45   40.29860   -1.00000
       275       0.46   40.49476    0.04489
       275       0.47   40.43017    0.04589
       275       0.48   40.08405    0.06489
       275       0.49   39.91489    0.06337
       275       0.50   39.84151    0.04613
       275       0.51   39.71341   -1.00000
       275       0.52   39.56027    0.04952
       275       0.53   39.46305    0.05773
       275       0.54   39.48817    0.07595
       275       0.55   39.53273    0.04669
       275       0.56   39.44210    0.06324
       275       0.57   39.45428    0.04449
       275       0.58   39.10936    0.04300
       275       0.59   38.94899    0.04828
       275       0.60   38.93656    0.04979
       275       0.61   38.83867    0.04882
       275       0.62   38.82587    0.04508
       275       0.63   38.98077    0.04738
       275       0.64   38.56766    0.05076
       275       0.65   38.31925    0.05899
       275       0.66   38.48392   -1.00000
       275       0.67   38.48566    0.04860
       275       0.68   38.55577   -1.00000
       275       0.69   38.32423    0.05009
       275       0.70   38.33527    0.05153
       275       0.71   38.20976    0.07121
       275       0.72   38.15064    0.06957
       275       0.73   38.28143   -1.00000
       275       0.74   38.18094    0.05357
       275       0.75   37.80297   -1.00000
       275       0.76   37.94104    0.04823
       275       0.77   38.15422   -1.00000
       275       0.78   37.65605   -1.00000
       275       0.79   37.87895   -1.00000
       275       0.80   37.81562   -1.00000
       275       0.81   37.67541   -1.00000
       275       0.82   37.37801   -1.00000
       275       0.83   37.49131   -1.00000
       275       0.84   37.68629   -1.00000
       275       0.85   37.79623   -1.00000
       275       0.86   37.32804   -1.00000
       275       0.87   37.51648   -1.00000
       275       0.88   37.62485   -1.00000
       275       0.89   37.58341   -1.00000
       275       0.90   37.47274   -1.00000
       275       0.91   37.32331   -1.00000
       275       0.92   37.61907   -1.00000
       275       0.93   37.24346   -1.00000
       275       0.94   37.20771   -1.00000
       275       0.95   37.44419   -1.00000
       275       0.96   37.37473   -1.00000
       275       0.97   37.08875   -1.00000
       275       0.98   37.52554   -1.00000
       275       0.99   37.35029   -1.00000
       275       1.00   37.11914   -1.00000
       325      -0.99   26.40438    0.04444
       325      -0.98   26.80492    0.04560
       325      -0.97   27.51286    0.04307
       325      -0.96   27.26000    0.04576
       325      -0.95   26.93384    0.04336
       325      -0.94   27.18734    0.04591
       325      -0.93   26.73751    0.04370
       325      -0.92   27.06344    0.04303
       325      -0.91   27.43066    0.04597
       325      -0.90   27.32241    0.04289
       325      -0.89   27.25098    0.04422
       325      -0.88   27.71820    0.04567
       325      -0.87   27.54823    0.04707
       325      -0.86   27.74708    0.04312
       325      -0.85   27.85227    0.04395
       325      -0.84   28.19453    0.04378
       325      -0.83   27.95225    0.04450
       325      -0.82   28.66801    0.04609
       325      -0.81   28.29203    0.05108
       325      -0.80   28.46397    0.04443
       325      -0.79   28.83954    0.04302
       325      -0.78   28.39828    0.04389
       325      -0.77   28.98349    0.04549
       325      -0.76   30.24137    0.05015
       325      -0.75   28.70006    0.04421
       325      -0.74   29.36274    0.04463
       325      -0.73   28.63567    0.04558
       325      -0.72   29.01132    0.04392
       325      -0.71   29.33086    0.04984
       325      -0.70   30.11781    0.04428
       325      -0.69   30.34890    0.04421
       325      -0.68   29.63457    0.04520
       325      -0.67   29.91300    0.04313
       325      -0.66   30.18266    0.05107
       325      -0.65   30.45328    0.04690
       325      -0.64   30.40010    0.04490
       325      -0.63   30.51673    0.04534
       325      -0.62   30.63973    0.04558
       325      -0.61   31.08827    0.04400
       325      -0.60   31.47860    0.04961
       325      -0.59   31.28752    0.07303
       325      -0.58   32.96323    0.04627
       325      -0.57   31.89714    0.04497
       325      -0.56   32.20276    0.04733
       325      -0.55   32.83773    0.04629
       325      -0.54   32.58792    0.04577
       325      -0.53   32.90404    0.04619
       325      -0.52   32.18306    0.04549
       325      -0.51   34.68065    0.04606
       325      -0.50   34.15501    0.04615
       325      -0.49   34.39891    0.04720
       325      -0.48   35.12218    0.04599
       325      -0.47   34.39926    0.05425
       325      -0.46   34.15145    0.04487
       325      -0.45   35.31630    0.04794
       325      -0.44   36.02093    0.04732
       325      -0.43   34.79390    0.04526
       325      -0.42   35.22354    0.05122
       325      -0.41   35.72444    0.04682
       325      -0.40   37.51030    0.05135
       325      -0.39   36.79295    0.04752
       325      -0.38   36.53903    0.05052
       325      -0.37   36.79304    0.05108
       325      -0.36   37.82674    0.05061
       325      -0.35   37.98607    0.04817
       325      -0.34   38.21164    0.04921
       325      -0.33   40.40781    0.04782
       325      -0.32   42.83451    0.05422
       325      -0.31   41.58689    0.04850
       325      -0.30   44.16220    0.04729
       325      -0.29   42.58683    0.04506
       325      -0.28   43.89395    0.04664
       325      -0.27   43.50668    0.05327
       325      -0.26   45.04432    0.04608
       325      -0.25   45.77458    0.04915
       325      -0.24   45.80551    0.04829
       325      -0.23   47.31089    0.04859
       325      -0.22   49.76355    0.04734
       325      -0.21   52.80201    0.04765
       325      -0.20   50.66343    0.04817
       325      -0.19   54.88143    0.04779
       325      -0.18   56.59924    0.04733
       325      -0.17   59.19291    0.04884
       325      -0.16   -1.00000    0.04677
       325      -0.15   -1.00000    0.04689
       325      -0.14   -1.00000    0.04810
       325      -0.13   -1.00000    0.04647
       325      -0.12   -1.00000    0.04864
       325      -0.11   -1.00000    0.04752
       325      -0.10   -1.00000    0.05003
       325      -0.09   -1.00000    0.04657
       325      -0.08   -1.00000    0.05677
       325      -0.07   -1.00000    0.04816
       325      -0.06   -1.00000    0.04899
       325      -0.05   -1.00000    0.05063
       325      -0.04   -1.00000    0.04885
       325      -0.03   -1.00000    0.05697
       325      -0.02   -1.00000    0.05275
       325      -0.01   -1.00000    0.05571
       325       0.00   -1.00000    0.04253
       325       0.01   -1.00000    0.05837
       325       0.02   -1.00000    0.06199
       325       0.03   -1.00000    0.05430
       325       0.04   -1.00000    0.05701
       325       0.05   -1.00000    0.05806
       325       0.06   -1.00000    0.05869
       325       0.07   -1.00000    0.05916
       325       0.08   -1.00000    0.05475
       325       0.09   -1.00000    0.06087
       325       0.10   -1.00000    0.06110
       325       0.11   -1.00000    0.05874
       325       0.12   -1.00000    0.05764
       325       0.13   -1.00000    0.05258
       325       0.14   -1.00000    0.05643
       325       0.15   -1.00000    0.05598
       325       0.16   -1.00000    0.05233
       325       0.17   -1.00000    0.05638
       325       0.18   -1.00000    0.05432
       325       0.19   -1.00000    0.05103
       325       0.20   -1.00000    0.05411
       325       0.21   -1.00000    0.05740
       325       0.22   -1.00000    0.05416
       325       0.23   -1.00000    0.05529
       325       0.24   -1.00000    0.05763
       325       0.25   -1.00000    0.05864
       325       0.26   -1.00000    0.05755
       325       0.27   -1.00000    0.06091
       325       0.28   -1.00000    0.05489
       325       0.29   -1.00000    0.05805
       325       0.30   -1.00000    0.05799
       325       0.31   -1.00000    0.06147
       325       0.32   -1.00000    0.05837
       325       0.33   -1.00000    0.05811
       325       0.34   -1.00000    0.10153
       325       0.35   -1.00000    0.05138
       325       0.36   -1.00000    0.06208
       325       0.37   -1.00000    0.05182
       325       0.38   -1.00000   -1.00000
       325       0.39   -1.00000    0.08445
       325       0.40   -1.00000   -1.00000
       325       0.41   -1.00000    0.06441
       325       0.42   -1.00000    0.05476
       325       0.43   -1.00000    0.05321
       325       0.44   -1.00000   -1.00000
       325       0.45   -1.00000    0.08069
       325       0.46   -1.00000    0.05420
       325       0.47   -1.00000   -1.00000
       325       0.48   -1.00000    0.05329
       325       0.49   -1.00000    0.06190
       325       0.50   -1.00000    0.05885
       325       0.51   -1.00000    0.05449
       325       0.52   -1.00000    0.07469
       325       0.53   -1.00000    0.05480
       325       0.54   -1.00000    0.06161
       325       0.55   -1.00000   -1.00000
       325       0.56   -1.00000    0.07134
       325       0.57   -1.00000   -1.00000
       325       0.58   -1.00000    0.05538
       325       0.59   -1.00000    0.05731
       325       0.60   -1.00000    0.06203
       325       0.61   -1.00000   -1.00000
       325       0.62   -1.00000    0.08465
       325       0.63   -1.00000   -1.00000
       325       0.64   -1.00000   -1.00000
       325       0.65   -1.00000    0.05656
       325       0.66   -1.00000    0.08489
       325       0.67   -1.00000    0.08909
       325       0.68   -1.00000   -1.00000
       325       0.69   -1.00000    0.06646
       325       0.70   -1.00000   -1.00000
       325       0.71   -1.00000   -1.00000
       325       0.72   -1.00000    0.09454
       325       0.73   -1.00000   -1.00000
       325       0.74   -1.00000    0.06276
       325       0.75   -1.00000   -1.00000
       325       0.76   -1.00000   -1.00000
       325       0.77   -1.00000   -1.00000
       325       0.78   -1.00000   -1.00000
       325       0.79   -1.00000   -1.00000
       325       0.80   -1.00000   -1.00000
       325       0.81   -1.00000   -1.00000
       325       0.82   -1.00000   -1.00000
       325       0.83   -1.00000   -1.00000
       325       0.84   -1.00000   -1.00000
       325       0.85   -1.00000   -1.00000
       325       0.86   -1.00000   -1.00000
       325       0.87   -1.00000   -1.00000
       325       0.88   -1.00000   -1.00000
       325       0.89   -1.00000   -1.00000
       325       0.90   -1.00000   -1.00000
       325       0.91   -1.00000   -1.00000
       325       0.92   -1.00000   -1.00000
       325       0.93   -1.00000   -1.00000
       325       0.94   -1.00000   -1.00000
       325       0.95   -1.00000   -1.00000
       325       0.96   -1.00000   -1.00000
       325       0.97   -1.00000   -1.00000
       325       0.98   -1.00000   -1.00000
       325       0.99   -1.00000   -1.00000
       325       1.00   -1.00000   -1.00000
       375      -0.99   38.85892    0.05259
       375      -0.98   39.14854    0.05212
       375      -0.97   38.26227    0.04892
       375      -0.96   39.04866    0.05106
       375      -0.95   39.04808    0.05038
       375      -0.94   40.47746    0.05231
       375      -0.93   38.99123    0.05690
       375      -0.92   39.87805    0.05100
       375      -0.91   39.80236    0.04944
       375      -0.90   39.61876    0.05243
       375      -0.89   39.60549    0.05922
       375      -0.88   40.08137    0.05034
       375      -0.87   39.53198    0.05077
       375      -0.86   40.00001    0.05142
       375      -0.85   39.86638    0.05223
       375      -0.84   39.80986    0.05175
       375      -0.83   39.62600    0.04965
       375      -0.82   40.80748    0.05108
       375      -0.81   40.21922    0.05489
       375      -0.80   40.65161    0.05158
       375      -0.79   40.16699    0.05302
       375      -0.78   40.56067    0.05063
       375      -0.77   40.93531    0.05059
       375      -0.76   41.04962    0.05856
       375      -0.75   40.71559    0.05298
       375      -0.74   41.32563    0.05075
       375      -0.73   41.24773    0.05232
       375      -0.72   41.77855    0.06090
       375      -0.71   41.57342    0.05269
       375      -0.70   42.05461    0.05249
       375      -0.69   42.42454    0.05269
       375      -0.68   42.27685    0.05372
       375      -0.67   43.10618    0.05276
       375      -0.66   42.45854    0.05222
       375      -0.65   43.02634    0.05288
       375      -0.64   43.68867    0.05316
       375      -0.63   43.53267    0.05573
       375      -0.62   43.17091    0.05484
       375      -0.61   43.35261    0.05344
       375      -0.60   43.52903    0.05476
       375      -0.59   44.81974    0.06061
       375      -0.58   44.24379    0.05495
       375      -0.57   44.58277    0.05295
       375      -0.56   44.28550    0.05251
       375      -0.55   47.14441    0.06229
       375      -0.54   46.44210    0.05469
       375      -0.53   46.13202    0.05521
       375      -0.52   45.86468    0.05699
       375      -0.51   48.22570    0.05571
       375      -0.50   47.57360    0.05527
       375      -0.49   49.62711    0.05273
       375      -0.48   49.55327    0.05539
       375      -0.47   48.79188    0.05372
       375      -0.46   47.87873    0.05368
       375      -0.45   49.52758    0.05288
       375      -0.44   48.91398    0.05326
       375      -0.43   48.18520    0.05059
       375      -0.42   49.26067    0.06009
       375      -0.41   50.63578    0.06773
       375      -0.40   50.17072    0.05348
       375      -0.39   52.02518    0.05286
       375      -0.38   50.09992    0.06481
       375      -0.37   52.17709    0.05490
       375      -0.36   53.16311    0.05636
       375      -0.35   52.62058    0.05628
       375      -0.34   53.77777    0.05602
       375      -0.33   53.86634    0.05377
       375      -0.32   56.77529    0.05487
       375      -0.31   56.81648    0.05394
       375      -0.30   58.17533    0.05566
       375      -0.29   59.02369    0.05362
       375      -0.28   58.35332    0.05247
       375      -0.27   58.78161    0.05382
       375      -0.26   -1.00000    0.05415
       375      -0.25   -1.00000    0.06483
       375      -0.24   -1.00000    0.05542
       375      -0.23   -1.00000    0.05558
       375      -0.22   -1.00000    0.05657
       375      -0.21   -1.00000    0.06850
       375      -0.20   -1.00000    0.05988
       375      -0.19   -1.00000    0.05644
       375      -0.18   -1.00000    0.05787
       375      -0.17   -1.00000    0.05373
       375      -0.16   -1.00000    0.05623
       375      -0.15   -1.00000    0.05608
       375      -0.14   -1.00000    0.05563
       375      -0.13   -1.00000    0.05562
       375      -0.12   -1.00000    0.05542
       375      -0.11   -1.00000    0.05618
       375      -0.10   -1.00000    0.05487
       375      -0.09   -1.00000    0.05341
       375      -0.08   -1.00000    0.06336
       375      -0.07   -1.00000    0.05753
       375      -0.06   -1.00000    0.05618
       375      -0.05   -1.00000    0.05752
