Academic license - for non-commercial use only
#states     factor     time      
        50    -0.7200     0.0085
        50    -0.7100     0.0077
        50    -0.7000     0.0082
        50    -0.6900     0.0072
        50    -0.6800     0.0072
        50    -0.6700     0.0114
        50    -0.6600     0.0107
        50    -0.6500     0.0079
        50    -0.6400     0.0080
        50    -0.6300     0.0076
        50    -0.6200     0.0069
        50    -0.6100     0.0081
        50    -0.6000     0.0072
        50    -0.5900     0.0084
        50    -0.5800     0.0086
        50    -0.5700     0.0090
        50    -0.5600     0.0102
        50    -0.5500     0.0093
        50    -0.5400     0.0084
        50    -0.5300     0.0079
        50    -0.5200     0.0077
        50    -0.5100     0.0110
        50    -0.5000     0.0077
        50    -0.4900     0.0099
        50    -0.4800     0.0086
        50    -0.4700     0.0096
        50    -0.4600     0.0094
        50    -0.4500     0.0101
        50    -0.4400     0.0083
        50    -0.4300     0.0072
        50    -0.4200     0.0085
        50    -0.4100     0.0103
        50    -0.4000     0.0090
        50    -0.3900     0.0088
        50    -0.3800     0.0069
        50    -0.3700     0.0086
        50    -0.3600     0.0104
        50    -0.3500     0.0083
        50    -0.3400     0.0085
        50    -0.3300     0.0092
        50    -0.3200     0.0076
        50    -0.3100     0.0091
        50    -0.3000     0.0081
        50    -0.2900     0.0070
        50    -0.2800     0.0073
        50    -0.2700     0.0073
        50    -0.2600     0.0076
        50    -0.2500     0.0070
        50    -0.2400     0.0071
        50    -0.2300     0.0071
        50    -0.2200     0.0072
        50    -0.2100     0.0070
        50    -0.2000     0.0079
        50    -0.1900     0.0067
        50    -0.1800     0.0066
        50    -0.1700     0.0076
        50    -0.1600     0.0071
        50    -0.1500     0.0067
        50    -0.1400     0.0100
        50    -0.1300     0.0089
        50    -0.1200     0.0088
        50    -0.1100     0.0079
        50    -0.1000     0.0109
        50    -0.0900     0.0083
        50    -0.0800     0.0099
        50    -0.0700     0.0078
        50    -0.0600     0.0080
        50    -0.0500     0.0075
        50    -0.0400     0.0096
        50    -0.0300     0.0082
        50    -0.0200     0.0085
        50    -0.0100     0.0103
        50     0.0000     0.0085
        50     0.0100     0.0078
        50     0.0200     0.0097
        50     0.0300     0.0072
        50     0.0400     0.0095
        50     0.0500     0.0079
        50     0.0600     0.0070
        50     0.0700     0.0067
        50     0.0800     0.0064
        50     0.0900     0.0062
        50     0.1000     0.0065
        50     0.1100     0.0066
        50     0.1200     0.0065
        50     0.1300     0.0072
        50     0.1400     0.0073
        50     0.1500     0.0077
        50     0.1600     0.0062
        50     0.1700     0.0071
        50     0.1800     0.0069
        50     0.1900     0.0064
        50     0.2000     0.0063
        50     0.2100     0.0068
        50     0.2200     0.0070
        50     0.2300     0.0062
        50     0.2400     0.0072
        50     0.2500     0.0065
        50     0.2600     0.0069
        50     0.2700     0.0064
        50     0.2800     0.0062
        50     0.2900     0.0069
        50     0.3000     0.0064
        50     0.3100     0.0064
        50     0.3200     0.0075
        50     0.3300     0.0074
        50     0.3400     0.0064
        50     0.3500     0.0062
        50     0.3600     0.0061
        50     0.3700     0.0068
        50     0.3800     0.0087
        50     0.3900     0.0062
        50     0.4000     0.0065
        50     0.4100     0.0070
        50     0.4200     0.0061
        50     0.4300     0.0061
        50     0.4400     0.0069
        50     0.4500     0.0072
        50     0.4600     0.0064
        50     0.4700     0.0063
        50     0.4800     0.0071
        50     0.4900     0.0067
        50     0.5000     0.0063
        50     0.5100     0.0061
        50     0.5200     0.0066
        50     0.5300     0.0064
        50     0.5400     0.0064
        50     0.5500     0.0061
        50     0.5600     0.0074
        50     0.5700     0.0069
        50     0.5800     0.0068
        50     0.5900     0.0068
        50     0.6000     0.0067
        50     0.6100     0.0064
        50     0.6200     0.0065
        50     0.6300     0.0061
        50     0.6400     0.0065
        50     0.6500     0.0064
        50     0.6600     0.0061
        50     0.6700     0.0061
        50     0.6800     0.0078
        50     0.6900     0.0065
        50     0.7000     0.0064
        50     0.7100     0.0061
        50     0.7200     0.0072
        50     0.7300     0.0073
        50     0.7400     0.0081
        50     0.7500     0.0069
        50     0.7600     0.0097
        50     0.7700     0.0091
        50     0.7800     0.0067
        50     0.7900     0.0065
        50     0.8000     0.0064
        50     0.8100     0.0067
        50     0.8200     0.0065
        50     0.8300     0.0062
        50     0.8400     0.0064
        50     0.8500     0.0070
        50     0.8600     0.0063
        50     0.8700     0.0068
        50     0.8800     0.0064
        50     0.8900     0.0073
        50     0.9000     0.0063
        50     0.9100     0.0064
        50     0.9200     0.0064
        50     0.9300     0.0064
        50     0.9400     0.0066
        50     0.9500     0.0062
        50     0.9600     0.0076
        50     0.9700     0.0064
        50     0.9800     0.0070
        50     0.9900     0.0064
        50     1.0000     0.0069
        55    -0.9900     0.0077
        55    -0.9800     0.0074
        55    -0.9700     0.0131
        55    -0.9600     0.0072
        55    -0.9500     0.0078
        55    -0.9400     0.0073
        55    -0.9300     0.0094
        55    -0.9200     0.0072
        55    -0.9100     0.0081
        55    -0.9000     0.0073
        55    -0.8900     0.0086
        55    -0.8800     0.0072
        55    -0.8700     0.0085
        55    -0.8600     0.0093
        55    -0.8500     0.0088
        55    -0.8400     0.0080
        55    -0.8300     0.0073
        55    -0.8200     0.0077
        55    -0.8100     0.0078
        55    -0.8000     0.0076
        55    -0.7900     0.0078
        55    -0.7800     0.0075
        55    -0.7700     0.0077
        55    -0.7600     0.0076
        55    -0.7500     0.0083
        55    -0.7400     0.0080
        55    -0.7300     0.0092
        55    -0.7200     0.0074
        55    -0.7100     0.0083
        55    -0.7000     0.0073
        55    -0.6900     0.0082
        55    -0.6800     0.0072
        55    -0.6700     0.0078
        55    -0.6600     0.0099
        55    -0.6500     0.0081
        55    -0.6400     0.0085
        55    -0.6300     0.0092
        55    -0.6200     0.0087
        55    -0.6100     0.0103
        55    -0.6000     0.0079
        55    -0.5900     0.0084
        55    -0.5800     0.0097
        55    -0.5700     0.0080
        55    -0.5600     0.0103
        55    -0.5500     0.0106
        55    -0.5400     0.0129
        55    -0.5300     0.0089
        55    -0.5200     0.0073
        55    -0.5100     0.0071
        55    -0.5000     0.0075
        55    -0.4900     0.0088
        55    -0.4800     0.0072
        55    -0.4700     0.0079
        55    -0.4600     0.0073
        55    -0.4500     0.0085
        55    -0.4400     0.0071
        55    -0.4300     0.0073
        55    -0.4200     0.0079
        55    -0.4100     0.0089
        55    -0.4000     0.0075
        55    -0.3900     0.0098
        55    -0.3800     0.0114
        55    -0.3700     0.0084
        55    -0.3600     0.0089
        55    -0.3500     0.0098
        55    -0.3400     0.0095
        55    -0.3300     0.0078
        55    -0.3200     0.0078
        55    -0.3100     0.0076
        55    -0.3000     0.0090
        55    -0.2900     0.0088
        55    -0.2800     0.0078
        55    -0.2700     0.0085
        55    -0.2600     0.0116
        55    -0.2500     0.0084
        55    -0.2400     0.0090
        55    -0.2300     0.0117
        55    -0.2200     0.0113
        55    -0.2100     0.0109
        55    -0.2000     0.0102
        55    -0.1900     0.0107
        55    -0.1800     0.0089
        55    -0.1700     0.0084
        55    -0.1600     0.0075
        55    -0.1500     0.0080
        55    -0.1400     0.0073
        55    -0.1300     0.0078
        55    -0.1200     0.0079
        55    -0.1100     0.0079
        55    -0.1000     0.0089
        55    -0.0900     0.0087
        55    -0.0800     0.0155
        55    -0.0700     0.0090
        55    -0.0600     0.0104
        55    -0.0500     0.0079
        55    -0.0400     0.0078
        55    -0.0300     0.0088
        55    -0.0200     0.0076
        55    -0.0100     0.0077
        55     0.0000     0.0070
        55     0.0100     0.0070
        55     0.0200     0.0116
        55     0.0300     0.0080
        55     0.0400     0.0073
        55     0.0500     0.0091
        55     0.0600     0.0071
        55     0.0700     0.0102
        55     0.0800     0.0108
        55     0.0900     0.0109
        55     0.1000     0.0095
        55     0.1100     0.0086
        55     0.1200     0.0101
        55     0.1300     0.0089
        55     0.1400     0.0081
        55     0.1500     0.0104
        55     0.1600     0.0082
        55     0.1700     0.0098
        55     0.1800     0.0116
        55     0.1900     0.0076
        55     0.2000     0.0075
        55     0.2100     0.0097
        55     0.2200     0.0091
        55     0.2300     0.0129
        55     0.2400     0.0095
        55     0.2500     0.0127
        55     0.2600     0.0070
        55     0.2700     0.0086
        55     0.2800     0.0101
        55     0.2900     0.0089
        55     0.3000     0.0126
        55     0.3100     0.0086
        55     0.3200     0.0091
        55     0.3300     0.0099
        55     0.3400     0.0077
        55     0.3500     0.0083
        55     0.3600     0.0152
        55     0.3700     0.0136
        55     0.3800     0.0127
        55     0.3900     0.0096
        55     0.4000     0.0118
        55     0.4100     0.0124
        55     0.4200     0.0109
        55     0.4300     0.0096
        55     0.4400     0.0085
        55     0.4500     0.0075
        55     0.4600     0.0084
        55     0.4700     0.0074
        55     0.4800     0.0095
        55     0.4900     0.0079
        55     0.5000     0.0076
        55     0.5100     0.0076
        55     0.5200     0.0085
        55     0.5300     0.0087
        55     0.5400     0.0080
        55     0.5500     0.0080
        55     0.5600     0.0084
        55     0.5700     0.0083
        55     0.5800     0.0077
        55     0.5900     0.0081
        55     0.6000     0.0114
        55     0.6100     0.0093
        55     0.6200     0.0097
        55     0.6300     0.0106
        55     0.6400     0.0118
        55     0.6500     0.0088
        55     0.6600     0.0076
        55     0.6700     0.0077
        55     0.6800     0.0094
        55     0.6900     0.0092
        55     0.7000     0.0081
        55     0.7100     0.0082
        55     0.7200     0.0081
        55     0.7300     0.0075
        55     0.7400     0.0076
        55     0.7500     0.0075
        55     0.7600     0.0086
        55     0.7700     0.0076
        55     0.7800     0.0091
        55     0.7900     0.0074
        55     0.8000     0.0083
        55     0.8100     0.0075
        55     0.8200     0.0075
        55     0.8300     0.0078
        55     0.8400     0.0077
        55     0.8500     0.0086
        55     0.8600     0.0075
        55     0.8700     0.0095
        55     0.8800     0.0079
        55     0.8900     0.0082
        55     0.9000     0.0074
        55     0.9100     0.0079
        55     0.9200     0.0074
        55     0.9300     0.0084
        55     0.9400     0.0074
        55     0.9500     0.0081
        55     0.9600     0.0073
        55     0.9700     0.0085
        55     0.9800     0.0074
        55     0.9900     0.0078
        55     1.0000     0.0077
        60    -0.9900     0.0085
        60    -0.9800     0.0098
        60    -0.9700     0.0091
        60    -0.9600     0.0085
        60    -0.9500     0.0091
        60    -0.9400     0.0090
        60    -0.9300     0.0084
        60    -0.9200     0.0091
        60    -0.9100     0.0086
        60    -0.9000     0.0084
        60    -0.8900     0.0085
        60    -0.8800     0.0085
        60    -0.8700     0.0087
        60    -0.8600     0.0099
        60    -0.8500     0.0100
        60    -0.8400     0.0090
        60    -0.8300     0.0088
        60    -0.8200     0.0101
        60    -0.8100     0.0097
        60    -0.8000     0.0091
        60    -0.7900     0.0092
        60    -0.7800     0.0099
        60    -0.7700     0.0096
        60    -0.7600     0.0092
        60    -0.7500     0.0122
        60    -0.7400     0.0092
        60    -0.7300     0.0097
        60    -0.7200     0.0105
        60    -0.7100     0.0094
        60    -0.7000     0.0083
        60    -0.6900     0.0109
        60    -0.6800     0.0088
        60    -0.6700     0.0107
        60    -0.6600     0.0084
        60    -0.6500     0.0089
        60    -0.6400     0.0089
        60    -0.6300     0.0088
        60    -0.6200     0.0085
        60    -0.6100     0.0087
        60    -0.6000     0.0102
        60    -0.5900     0.0096
        60    -0.5800     0.0099
        60    -0.5700     0.0098
        60    -0.5600     0.0085
        60    -0.5500     0.0089
        60    -0.5400     0.0119
        60    -0.5300     0.0103
        60    -0.5200     0.0088
        60    -0.5100     0.0089
        60    -0.5000     0.0090
        60    -0.4900     0.0122
        60    -0.4800     0.0130
        60    -0.4700     0.0095
        60    -0.4600     0.0154
        60    -0.4500     0.0147
        60    -0.4400     0.0109
        60    -0.4300     0.0103
        60    -0.4200     0.0088
        60    -0.4100     0.0090
        60    -0.4000     0.0091
        60    -0.3900     0.0086
        60    -0.3800     0.0088
        60    -0.3700     0.0078
        60    -0.3600     0.0086
        60    -0.3500     0.0087
        60    -0.3400     0.0081
        60    -0.3300     0.0086
        60    -0.3200     0.0086
        60    -0.3100     0.0126
        60    -0.3000     0.0089
        60    -0.2900     0.0098
        60    -0.2800     0.0081
        60    -0.2700     0.0122
        60    -0.2600     0.0139
        60    -0.2500     0.0123
        60    -0.2400     0.0099
        60    -0.2300     0.0083
        60    -0.2200     0.0080
        60    -0.2100     0.0105
        60    -0.2000     0.0087
        60    -0.1900     0.0084
        60    -0.1800     0.0104
        60    -0.1700     0.0080
        60    -0.1600     0.0084
        60    -0.1500     0.0081
        60    -0.1400     0.0080
        60    -0.1300     0.0089
        60    -0.1200     0.0081
        60    -0.1100     0.0083
        60    -0.1000     0.0080
        60    -0.0900     0.0088
        60    -0.0800     0.0083
        60    -0.0700     0.0132
        60    -0.0600     0.0089
        60    -0.0500     0.0091
        60    -0.0400     0.0102
        60    -0.0300     0.0110
        60    -0.0200     0.0131
        60    -0.0100     0.0108
        60     0.0000     0.0102
        60     0.0100     0.0087
        60     0.0200     0.0105
        60     0.0300     0.0078
        60     0.0400     0.0091
        60     0.0500     0.0090
        60     0.0600     0.0096
        60     0.0700     0.0107
        60     0.0800     0.0129
        60     0.0900     0.0101
        60     0.1000     0.0086
        60     0.1100     0.0121
        60     0.1200     0.0089
        60     0.1300     0.0131
        60     0.1400     0.0083
        60     0.1500     0.0114
        60     0.1600     0.0095
        60     0.1700     0.0086
        60     0.1800     0.0094
        60     0.1900     0.0098
        60     0.2000     0.0105
        60     0.2100     0.0092
        60     0.2200     0.0075
        60     0.2300     0.0087
        60     0.2400     0.0075
        60     0.2500     0.0087
        60     0.2600     0.0080
        60     0.2700     0.0087
        60     0.2800     0.0076
        60     0.2900     0.0076
        60     0.3000     0.0074
        60     0.3100     0.0079
        60     0.3200     0.0099
        60     0.3300     0.0082
        60     0.3400     0.0087
        60     0.3500     0.0368
        60     0.3600     0.0088
        60     0.3700     0.0120
        60     0.3800     0.0101
        60     0.3900     0.0094
        60     0.4000     0.0155
        60     0.4100     0.0158
        60     0.4200     0.0132
        60     0.4300     0.0142
        60     0.4400     0.0148
        60     0.4500     0.0161
        60     0.4600     0.0146
        60     0.4700     0.0129
        60     0.4800     0.0132
        60     0.4900     0.0143
        60     0.5000     0.0189
        60     0.5100     0.0191
        60     0.5200     0.0213
        60     0.5300     0.0177
        60     0.5400     0.0201
        60     0.5500     0.0191
        60     0.5600     0.0180
        60     0.5700     0.0214
        60     0.5800     0.0262
        60     0.5900     0.0171
        60     0.6000     0.0161
        60     0.6100     0.0144
        60     0.6200     0.0177
        60     0.6300     0.0193
        60     0.6400     0.0185
        60     0.6500     0.0207
        60     0.6600     0.0220
        60     0.6700     0.0182
        60     0.6800     0.0201
        60     0.6900     0.0198
        60     0.7000     0.0222
        60     0.7100     0.0159
        60     0.7200     0.0158
        60     0.7300     0.0155
        60     0.7400     0.0239
        60     0.7500     0.0207
        60     0.7600     0.0231
        60     0.7700     0.0235
        60     0.7800     0.0175
        60     0.7900     0.0171
        60     0.8000     0.0218
        60     0.8100     0.0223
        60     0.8200     0.0171
        60     0.8300     0.0221
        60     0.8400     0.0175
        60     0.8500     0.0189
        60     0.8600     0.0151
        60     0.8700     0.0191
        60     0.8800     0.0228
        60     0.8900     0.0191
        60     0.9000     0.0243
        60     0.9100     0.0189
        60     0.9200     0.0224
        60     0.9300     0.0201
        60     0.9400     0.0246
        60     0.9500     0.0219
        60     0.9600     0.0211
        60     0.9700     0.0189
        60     0.9800     0.0215
        60     0.9900     0.0228
        60     1.0000     0.0227
        65    -0.9900     0.0214
        65    -0.9800     0.0276
        65    -0.9700     0.0230
        65    -0.9600     0.0223
        65    -0.9500     0.0257
        65    -0.9400     0.0261
        65    -0.9300     0.0277
        65    -0.9200     0.0276
        65    -0.9100     0.0212
        65    -0.9000     0.0251
        65    -0.8900     0.0208
        65    -0.8800     0.0272
        65    -0.8700     0.0219
        65    -0.8600     0.0248
        65    -0.8500     0.0247
        65    -0.8400     0.0187
        65    -0.8300     0.0200
        65    -0.8200     0.0263
        65    -0.8100     0.0206
        65    -0.8000     0.0224
        65    -0.7900     0.0204
        65    -0.7800     0.0234
        65    -0.7700     0.0204
        65    -0.7600     0.0155
        65    -0.7500     0.0174
        65    -0.7400     0.0146
        65    -0.7300     0.0166
        65    -0.7200     0.0143
        65    -0.7100     0.0148
        65    -0.7000     0.0144
        65    -0.6900     0.0147
        65    -0.6800     0.0139
        65    -0.6700     0.0149
        65    -0.6600     0.0211
        65    -0.6500     0.0199
        65    -0.6400     0.0161
        65    -0.6300     0.0163
        65    -0.6200     0.0141
        65    -0.6100     0.0131
        65    -0.6000     0.0141
        65    -0.5900     0.0136
        65    -0.5800     0.0179
        65    -0.5700     0.0156
        65    -0.5600     0.0136
        65    -0.5500     0.0138
        65    -0.5400     0.0184
        65    -0.5300     0.0140
        65    -0.5200     0.0148
        65    -0.5100     0.0130
        65    -0.5000     0.0168
        65    -0.4900     0.0144
        65    -0.4800     0.0153
        65    -0.4700     0.0129
        65    -0.4600     0.0152
        65    -0.4500     0.0151
        65    -0.4400     0.0145
        65    -0.4300     0.0137
        65    -0.4200     0.0158
        65    -0.4100     0.0132
        65    -0.4000     0.0121
        65    -0.3900     0.0138
        65    -0.3800     0.0128
        65    -0.3700     0.0138
        65    -0.3600     0.0146
        65    -0.3500     0.0150
        65    -0.3400     0.0124
        65    -0.3300     0.0153
        65    -0.3200     0.0134
        65    -0.3100     0.0142
        65    -0.3000     0.0152
        65    -0.2900     0.0179
        65    -0.2800     0.0146
        65    -0.2700     0.0164
        65    -0.2600     0.0153
        65    -0.2500     0.0163
        65    -0.2400     0.0133
        65    -0.2300     0.0137
        65    -0.2200     0.0135
        65    -0.2100     0.0128
        65    -0.2000     0.0129
        65    -0.1900     0.0129
        65    -0.1800     0.0138
        65    -0.1700     0.0130
        65    -0.1600     0.0145
        65    -0.1500     0.0157
        65    -0.1400     0.0135
        65    -0.1300     0.0134
        65    -0.1200     0.0175
        65    -0.1100     0.0160
        65    -0.1000     0.0213
        65    -0.0900     0.0149
        65    -0.0800     0.0157
        65    -0.0700     0.0137
        65    -0.0600     0.0155
        65    -0.0500     0.0144
        65    -0.0400     0.0145
        65    -0.0300     0.0146
        65    -0.0200     0.0155
        65    -0.0100     0.0155
        65     0.0000     0.0135
        65     0.0100     0.0135
        65     0.0200     0.0133
        65     0.0300     0.0126
        65     0.0400     0.0119
        65     0.0500     0.0122
        65     0.0600     0.0134
        65     0.0700     0.0117
        65     0.0800     0.0129
        65     0.0900     0.0119
        65     0.1000     0.0126
        65     0.1100     0.0119
        65     0.1200     0.0112
        65     0.1300     0.0119
        65     0.1400     0.0120
        65     0.1500     0.0111
        65     0.1600     0.0110
        65     0.1700     0.0120
        65     0.1800     0.0110
        65     0.1900     0.0109
        65     0.2000     0.0118
        65     0.2100     0.0115
        65     0.2200     0.0110
        65     0.2300     0.0137
        65     0.2400     0.0112
        65     0.2500     0.0110
        65     0.2600     0.0108
        65     0.2700     0.0107
        65     0.2800     0.0126
        65     0.2900     0.0104
        65     0.3000     0.0115
        65     0.3100     0.0113
        65     0.3200     0.0114
        65     0.3300     0.0106
        65     0.3400     0.0151
        65     0.3500     0.0116
        65     0.3600     0.0104
        65     0.3700     0.0104
        65     0.3800     0.0118
        65     0.3900     0.0112
        65     0.4000     0.0104
        65     0.4100     0.0103
        65     0.4200     0.0105
        65     0.4300     0.0112
        65     0.4400     0.0115
        65     0.4500     0.0124
        65     0.4600     0.0125
        65     0.4700     0.0109
        65     0.4800     0.0111
        65     0.4900     0.0107
        65     0.5000     0.0105
        65     0.5100     0.0104
        65     0.5200     0.0104
        65     0.5300     0.0106
        65     0.5400     0.0129
        65     0.5500     0.0153
        65     0.5600     0.0186
        65     0.5700     0.0133
        65     0.5800     0.0135
        65     0.5900     0.0138
        65     0.6000     0.0168
        65     0.6100     0.0176
        65     0.6200     0.0140
        65     0.6300     0.0154
        65     0.6400     0.0143
        65     0.6500     0.0165
        65     0.6600     0.0144
        65     0.6700     0.0130
        65     0.6800     0.0122
        65     0.6900     0.0151
        65     0.7000     0.0142
        65     0.7100     0.0148
        65     0.7200     0.0129
        65     0.7300     0.0142
        65     0.7400     0.0123
        65     0.7500     0.0160
        65     0.7600     0.0129
        65     0.7700     0.0148
        65     0.7800     0.0171
        65     0.7900     0.0140
        65     0.8000     0.0121
        65     0.8100     0.0128
        65     0.8200     0.0120
        65     0.8300     0.0134
        65     0.8400     0.0116
        65     0.8500     0.0124
        65     0.8600     0.0131
        65     0.8700     0.0174
        65     0.8800     0.0165
        65     0.8900     0.0130
        65     0.9000     0.0113
        65     0.9100     0.0123
        65     0.9200     0.0113
        65     0.9300     0.0116
        65     0.9400     0.0123
        65     0.9500     0.0124
        65     0.9600     0.0115
        65     0.9700     0.0136
        65     0.9800     0.0130
        65     0.9900     0.0135
        65     1.0000     0.0108
        70    -0.9900     0.0133
        70    -0.9800     0.0137
        70    -0.9700     0.0149
        70    -0.9600     0.0124
        70    -0.9500     0.0124
        70    -0.9400     0.0135
        70    -0.9300     0.0126
        70    -0.9200     0.0134
        70    -0.9100     0.0144
        70    -0.9000     0.0158
        70    -0.8900     0.0127
        70    -0.8800     0.0118
        70    -0.8700     0.0152
        70    -0.8600     0.0123
        70    -0.8500     0.0152
        70    -0.8400     0.0159
        70    -0.8300     0.0168
        70    -0.8200     0.0166
        70    -0.8100     0.0130
        70    -0.8000     0.0131
        70    -0.7900     0.0128
        70    -0.7800     0.0129
        70    -0.7700     0.0130
        70    -0.7600     0.0152
        70    -0.7500     0.0145
        70    -0.7400     0.0145
        70    -0.7300     0.0178
        70    -0.7200     0.0127
        70    -0.7100     0.0153
        70    -0.7000     0.0127
        70    -0.6900     0.0132
        70    -0.6800     0.0130
        70    -0.6700     0.0120
        70    -0.6600     0.0146
        70    -0.6500     0.0130
        70    -0.6400     0.0149
        70    -0.6300     0.0155
        70    -0.6200     0.0146
        70    -0.6100     0.0164
        70    -0.6000     0.0135
        70    -0.5900     0.0128
        70    -0.5800     0.0122
        70    -0.5700     0.0130
        70    -0.5600     0.0155
        70    -0.5500     0.0137
        70    -0.5400     0.0149
        70    -0.5300     0.0147
        70    -0.5200     0.0135
        70    -0.5100     0.0147
        70    -0.5000     0.0172
        70    -0.4900     0.0143
        70    -0.4800     0.0127
        70    -0.4700     0.0138
        70    -0.4600     0.0155
        70    -0.4500     0.0128
        70    -0.4400     0.0148
        70    -0.4300     0.0148
        70    -0.4200     0.0145
        70    -0.4100     0.0143
        70    -0.4000     0.0140
        70    -0.3900     0.0131
        70    -0.3800     0.0147
        70    -0.3700     0.0131
        70    -0.3600     0.0127
        70    -0.3500     0.0164
        70    -0.3400     0.0119
        70    -0.3300     0.0126
        70    -0.3200     0.0126
        70    -0.3100     0.0124
        70    -0.3000     0.0170
        70    -0.2900     0.0127
        70    -0.2800     0.0151
        70    -0.2700     0.0131
        70    -0.2600     0.0129
        70    -0.2500     0.0133
        70    -0.2400     0.0134
        70    -0.2300     0.0135
        70    -0.2200     0.0126
        70    -0.2100     0.0123
        70    -0.2000     0.0132
        70    -0.1900     0.0120
        70    -0.1800     0.0137
        70    -0.1700     0.0182
        70    -0.1600     0.0123
        70    -0.1500     0.0129
        70    -0.1400     0.0131
        70    -0.1300     0.0123
        70    -0.1200     0.0141
        70    -0.1100     0.0126
        70    -0.1000     0.0133
        70    -0.0900     0.0143
        70    -0.0800     0.0166
        70    -0.0700     0.0162
        70    -0.0600     0.0153
        70    -0.0500     0.0142
        70    -0.0400     0.0149
        70    -0.0300     0.0124
        70    -0.0200     0.0134
        70    -0.0100     0.0124
        70     0.0000     0.0106
        70     0.0100     0.0136
        70     0.0200     0.0137
        70     0.0300     0.0140
        70     0.0400     0.0140
        70     0.0500     0.0137
        70     0.0600     0.0139
        70     0.0700     0.0145
        70     0.0800     0.0134
        70     0.0900     0.0127
        70     0.1000     0.0148
        70     0.1100     0.0138
        70     0.1200     0.0144
        70     0.1300     0.0131
        70     0.1400     0.0158
        70     0.1500     0.0130
        70     0.1600     0.0166
        70     0.1700     0.0121
        70     0.1800     0.0124
        70     0.1900     0.0125
        70     0.2000     0.0124
        70     0.2100     0.0144
        70     0.2200     0.0133
        70     0.2300     0.0160
        70     0.2400     0.0121
        70     0.2500     0.0125
        70     0.2600     0.0121
        70     0.2700     0.0131
        70     0.2800     0.0126
        70     0.2900     0.0111
        70     0.3000     0.0139
        70     0.3100     0.0115
        70     0.3200     0.0132
        70     0.3300     0.0113
        70     0.3400     0.0134
        70     0.3500     0.0177
        70     0.3600     0.0138
        70     0.3700     0.0138
        70     0.3800     0.0138
        70     0.3900     0.0129
        70     0.4000     0.0125
        70     0.4100     0.0126
        70     0.4200     0.0201
        70     0.4300     0.0164
        70     0.4400     0.0132
        70     0.4500     0.0120
        70     0.4600     0.0149
        70     0.4700     0.0131
        70     0.4800     0.0123
        70     0.4900     0.0145
        70     0.5000     0.0135
        70     0.5100     0.0129
        70     0.5200     0.0122
        70     0.5300     0.0113
        70     0.5400     0.0128
        70     0.5500     0.0108
        70     0.5600     0.0138
        70     0.5700     0.0116
        70     0.5800     0.0119
        70     0.5900     0.0116
        70     0.6000     0.0116
        70     0.6100     0.0171
        70     0.6200     0.0122
        70     0.6300     0.0125
        70     0.6400     0.0116
        70     0.6500     0.0122
        70     0.6600     0.0116
        70     0.6700     0.0111
        70     0.6800     0.0117
        70     0.6900     0.0105
        70     0.7000     0.0106
        70     0.7100     0.0114
        70     0.7200     0.0119
        70     0.7300     0.0111
        70     0.7400     0.0108
        70     0.7500     0.0122
        70     0.7600     0.0116
        70     0.7700     0.0109
        70     0.7800     0.0130
        70     0.7900     0.0116
        70     0.8000     0.0103
        70     0.8100     0.0109
        70     0.8200     0.0103
        70     0.8300     0.0138
        70     0.8400     0.0117
        70     0.8500     0.0115
        70     0.8600     0.0110
        70     0.8700     0.0104
        70     0.8800     0.0112
        70     0.8900     0.0123
        70     0.9000     0.0117
        70     0.9100     0.0108
        70     0.9200     0.0104
        70     0.9300     0.0107
        70     0.9400     0.0113
        70     0.9500     0.0106
        70     0.9600     0.0116
        70     0.9700     0.0104
        70     0.9800     0.0104
        70     0.9900     0.0105
        70     1.0000     0.0108
        75    -0.9900     0.0127
        75    -0.9800     0.0113
        75    -0.9700     0.0127
        75    -0.9600     0.0116
        75    -0.9500     0.0118
        75    -0.9400     0.0136
        75    -0.9300     0.0120
        75    -0.9200     0.0123
        75    -0.9100     0.0131
        75    -0.9000     0.0131
        75    -0.8900     0.0130
        75    -0.8800     0.0125
        75    -0.8700     0.0126
        75    -0.8600     0.0141
        75    -0.8500     0.0140
        75    -0.8400     0.0136
        75    -0.8300     0.0150
        75    -0.8200     0.0154
        75    -0.8100     0.0150
        75    -0.8000     0.0132
        75    -0.7900     0.0148
        75    -0.7800     0.0142
        75    -0.7700     0.0152
        75    -0.7600     0.0142
        75    -0.7500     0.0146
        75    -0.7400     0.0130
        75    -0.7300     0.0137
        75    -0.7200     0.0138
        75    -0.7100     0.0120
        75    -0.7000     0.0132
        75    -0.6900     0.0141
        75    -0.6800     0.0138
        75    -0.6700     0.0132
        75    -0.6600     0.0132
        75    -0.6500     0.0131
        75    -0.6400     0.0138
        75    -0.6300     0.0124
        75    -0.6200     0.0166
        75    -0.6100     0.0130
        75    -0.6000     0.0133
        75    -0.5900     0.0125
        75    -0.5800     0.0127
        75    -0.5700     0.0116
        75    -0.5600     0.0128
        75    -0.5500     0.0139
        75    -0.5400     0.0146
        75    -0.5300     0.0130
        75    -0.5200     0.0134
        75    -0.5100     0.0162
        75    -0.5000     0.0129
        75    -0.4900     0.0123
        75    -0.4800     0.0130
        75    -0.4700     0.0119
        75    -0.4600     0.0127
        75    -0.4500     0.0149
        75    -0.4400     0.0125
        75    -0.4300     0.0115
        75    -0.4200     0.0127
        75    -0.4100     0.0121
        75    -0.4000     0.0124
        75    -0.3900     0.0138
