Academic license - for non-commercial use only
#states     factor     time      
        75    -0.3800     0.0131
        75    -0.3700     0.0125
        75    -0.3600     0.0119
        75    -0.3500     0.0124
        75    -0.3400     0.0124
        75    -0.3300     0.0124
        75    -0.3200     0.0144
        75    -0.3100     0.0123
        75    -0.3000     0.0129
        75    -0.2900     0.0130
        75    -0.2800     0.0119
        75    -0.2700     0.0133
        75    -0.2600     0.0116
        75    -0.2500     0.0132
        75    -0.2400     0.0128
        75    -0.2300     0.0122
        75    -0.2200     0.0124
        75    -0.2100     0.0132
        75    -0.2000     0.0120
        75    -0.1900     0.0132
        75    -0.1800     0.0153
        75    -0.1700     0.0127
        75    -0.1600     0.0126
        75    -0.1500     0.0126
        75    -0.1400     0.0132
        75    -0.1300     0.0113
        75    -0.1200     0.0132
        75    -0.1100     0.0128
        75    -0.1000     0.0118
        75    -0.0900     0.0121
        75    -0.0800     0.0119
        75    -0.0700     0.0132
        75    -0.0600     0.0129
        75    -0.0500     0.0117
        75    -0.0400     0.0119
        75    -0.0300     0.0124
        75    -0.0200     0.0117
        75    -0.0100     0.0125
        75     0.0000     0.0125
        75     0.0100     0.0109
        75     0.0200     0.0114
        75     0.0300     0.0126
        75     0.0400     0.0113
        75     0.0500     0.0121
        75     0.0600     0.0119
        75     0.0700     0.0142
        75     0.0800     0.0111
        75     0.0900     0.0134
        75     0.1000     0.0127
        75     0.1100     0.0111
        75     0.1200     0.0134
        75     0.1300     0.0122
        75     0.1400     0.0139
        75     0.1500     0.0137
        75     0.1600     0.0120
        75     0.1700     0.0112
        75     0.1800     0.0121
        75     0.1900     0.0113
        75     0.2000     0.0121
        75     0.2100     0.0114
        75     0.2200     0.0106
        75     0.2300     0.0116
        75     0.2400     0.0121
        75     0.2500     0.0112
        75     0.2600     0.0117
        75     0.2700     0.0117
        75     0.2800     0.0122
        75     0.2900     0.0130
        75     0.3000     0.0119
        75     0.3100     0.0125
        75     0.3200     0.0130
        75     0.3300     0.0132
        75     0.3400     0.0116
        75     0.3500     0.0135
        75     0.3600     0.0121
        75     0.3700     0.0138
        75     0.3800     0.0162
        75     0.3900     0.0124
        75     0.4000     0.0125
        75     0.4100     0.0117
        75     0.4200     0.0115
        75     0.4300     0.0116
        75     0.4400     0.0131
        75     0.4500     0.0112
        75     0.4600     0.0133
        75     0.4700     0.0130
        75     0.4800     0.0140
        75     0.4900     0.0127
        75     0.5000     0.0125
        75     0.5100     0.0133
        75     0.5200     0.0149
        75     0.5300     0.0143
        75     0.5400     0.0151
        75     0.5500     0.0137
        75     0.5600     0.0135
        75     0.5700     0.0137
        75     0.5800     0.0118
        75     0.5900     0.0123
        75     0.6000     0.0125
        75     0.6100     0.0117
        75     0.6200     0.0114
        75     0.6300     0.0118
        75     0.6400     0.0142
        75     0.6500     0.0130
        75     0.6600     0.0131
        75     0.6700     0.0118
        75     0.6800     0.0128
        75     0.6900     0.0114
        75     0.7000     0.0131
        75     0.7100     0.0125
        75     0.7200     0.0142
        75     0.7300     0.0140
        75     0.7400     0.0116
        75     0.7500     0.0124
        75     0.7600     0.0115
        75     0.7700     0.0115
        75     0.7800     0.0118
        75     0.7900     0.0111
        75     0.8000     0.0118
        75     0.8100     0.0116
        75     0.8200     0.0191
        75     0.8300     0.0122
        75     0.8400     0.0122
        75     0.8500     0.0128
        75     0.8600     0.0128
        75     0.8700     0.0120
        75     0.8800     0.0124
        75     0.8900     0.0120
        75     0.9000     0.0114
        75     0.9100     0.0132
        75     0.9200     0.0111
        75     0.9300     0.0126
        75     0.9400     0.0118
        75     0.9500     0.0109
        75     0.9600     0.0114
        75     0.9700     0.0134
        75     0.9800     0.0118
        75     0.9900     0.0122
        75     1.0000     0.0124
        80    -0.9900     0.0131
        80    -0.9800     0.0129
        80    -0.9700     0.0134
        80    -0.9600     0.0128
        80    -0.9500     0.0134
        80    -0.9400     0.0137
        80    -0.9300     0.0134
        80    -0.9200     0.0141
        80    -0.9100     0.0135
        80    -0.9000     0.0127
        80    -0.8900     0.0126
        80    -0.8800     0.0120
        80    -0.8700     0.0159
        80    -0.8600     0.0138
        80    -0.8500     0.0176
        80    -0.8400     0.0129
        80    -0.8300     0.0148
        80    -0.8200     0.0133
        80    -0.8100     0.0141
        80    -0.8000     0.0138
        80    -0.7900     0.0147
        80    -0.7800     0.0144
        80    -0.7700     0.0144
        80    -0.7600     0.0153
        80    -0.7500     0.0159
        80    -0.7400     0.0152
        80    -0.7300     0.0148
        80    -0.7200     0.0123
        80    -0.7100     0.0129
        80    -0.7000     0.0120
        80    -0.6900     0.0135
        80    -0.6800     0.0118
        80    -0.6700     0.0128
        80    -0.6600     0.0124
        80    -0.6500     0.0130
        80    -0.6400     0.0118
        80    -0.6300     0.0129
        80    -0.6200     0.0137
        80    -0.6100     0.0131
        80    -0.6000     0.0152
        80    -0.5900     0.0132
        80    -0.5800     0.0127
        80    -0.5700     0.0141
        80    -0.5600     0.0129
        80    -0.5500     0.0127
        80    -0.5400     0.0130
        80    -0.5300     0.0126
        80    -0.5200     0.0165
        80    -0.5100     0.0123
        80    -0.5000     0.0138
        80    -0.4900     0.0153
        80    -0.4800     0.0138
        80    -0.4700     0.0143
        80    -0.4600     0.0125
        80    -0.4500     0.0140
        80    -0.4400     0.0131
        80    -0.4300     0.0145
        80    -0.4200     0.0139
        80    -0.4100     0.0150
        80    -0.4000     0.0412
        80    -0.3900     0.0129
        80    -0.3800     0.0150
        80    -0.3700     0.0132
        80    -0.3600     0.0135
        80    -0.3500     0.0132
        80    -0.3400     0.0122
        80    -0.3300     0.0122
        80    -0.3200     0.0122
        80    -0.3100     0.0125
        80    -0.3000     0.0127
        80    -0.2900     0.0122
        80    -0.2800     0.0128
        80    -0.2700     0.0131
        80    -0.2600     0.0128
        80    -0.2500     0.0135
        80    -0.2400     0.0137
        80    -0.2300     0.0133
        80    -0.2200     0.0130
        80    -0.2100     0.0120
        80    -0.2000     0.0132
        80    -0.1900     0.0190
        80    -0.1800     0.0122
        80    -0.1700     0.0121
        80    -0.1600     0.0133
        80    -0.1500     0.0132
        80    -0.1400     0.0135
        80    -0.1300     0.0138
        80    -0.1200     0.0121
        80    -0.1100     0.0136
        80    -0.1000     0.0135
        80    -0.0900     0.0166
        80    -0.0800     0.0122
        80    -0.0700     0.0142
        80    -0.0600     0.0128
        80    -0.0500     0.0134
        80    -0.0400     0.0131
        80    -0.0300     0.0131
        80    -0.0200     0.0131
        80    -0.0100     0.0122
        80     0.0000     0.0109
        80     0.0100     0.0117
        80     0.0200     0.0120
        80     0.0300     0.0131
        80     0.0400     0.0120
        80     0.0500     0.0124
        80     0.0600     0.0120
        80     0.0700     0.0137
        80     0.0800     0.0114
        80     0.0900     0.0119
        80     0.1000     0.0118
        80     0.1100     0.0122
        80     0.1200     0.0125
        80     0.1300     0.0113
        80     0.1400     0.0158
        80     0.1500     0.0116
        80     0.1600     0.0123
        80     0.1700     0.0117
        80     0.1800     0.0193
        80     0.1900     0.0118
        80     0.2000     0.0165
        80     0.2100     0.0209
        80     0.2200     0.0166
        80     0.2300     0.0131
        80     0.2400     0.0142
        80     0.2500     0.0133
        80     0.2600     0.0118
        80     0.2700     0.0124
        80     0.2800     0.0124
        80     0.2900     0.0120
        80     0.3000     0.0118
        80     0.3100     0.0115
        80     0.3200     0.0140
        80     0.3300     0.0132
        80     0.3400     0.0140
        80     0.3500     0.0121
        80     0.3600     0.0130
        80     0.3700     0.0122
        80     0.3800     0.0139
        80     0.3900     0.0142
        80     0.4000     0.0144
        80     0.4100     0.0140
        80     0.4200     0.0120
        80     0.4300     0.0122
        80     0.4400     0.0147
        80     0.4500     0.0136
        80     0.4600     0.0121
        80     0.4700     0.0175
        80     0.4800     0.0118
        80     0.4900     0.0120
        80     0.5000     0.0112
        80     0.5100     0.0122
        80     0.5200     0.0125
        80     0.5300     0.0141
        80     0.5400     0.0126
        80     0.5500     0.0132
        80     0.5600     0.0117
        80     0.5700     0.0126
        80     0.5800     0.0128
        80     0.5900     0.0123
        80     0.6000     0.0120
        80     0.6100     0.0124
        80     0.6200     0.0136
        80     0.6300     0.0115
        80     0.6400     0.0119
        80     0.6500     0.0112
        80     0.6600     0.0117
        80     0.6700     0.0130
        80     0.6800     0.0148
        80     0.6900     0.0142
        80     0.7000     0.0147
        80     0.7100     0.0133
        80     0.7200     0.0123
        80     0.7300     0.0185
        80     0.7400     0.0154
        80     0.7500     0.0137
        80     0.7600     0.0125
        80     0.7700     0.0124
        80     0.7800     0.0119
        80     0.7900     0.0156
        80     0.8000     0.0165
        80     0.8100     0.0128
        80     0.8200     0.0121
        80     0.8300     0.0147
        80     0.8400     0.0133
        80     0.8500     0.0142
        80     0.8600     0.0129
        80     0.8700     0.0127
        80     0.8800     0.0130
        80     0.8900     0.0121
        80     0.9000     0.0125
        80     0.9100     0.0120
        80     0.9200     0.0116
        80     0.9300     0.0121
        80     0.9400     0.0107
        80     0.9500     0.0121
        80     0.9600     0.0111
        80     0.9700     0.0120
        80     0.9800     0.0112
        80     0.9900     0.0121
        80     1.0000     0.0123
        85    -0.9900     0.0127
        85    -0.9800     0.0138
        85    -0.9700     0.0126
        85    -0.9600     0.0149
        85    -0.9500     0.0136
        85    -0.9400     0.0144
        85    -0.9300     0.0142
        85    -0.9200     0.0156
        85    -0.9100     0.0138
        85    -0.9000     0.0239
        85    -0.8900     0.0196
        85    -0.8800     0.0152
        85    -0.8700     0.0151
        85    -0.8600     0.0155
        85    -0.8500     0.0147
        85    -0.8400     0.0129
        85    -0.8300     0.0145
        85    -0.8200     0.0154
        85    -0.8100     0.0143
        85    -0.8000     0.0141
        85    -0.7900     0.0136
        85    -0.7800     0.0123
        85    -0.7700     0.0126
        85    -0.7600     0.0138
        85    -0.7500     0.0133
        85    -0.7400     0.0129
        85    -0.7300     0.0130
        85    -0.7200     0.0126
        85    -0.7100     0.0131
        85    -0.7000     0.0125
        85    -0.6900     0.0186
        85    -0.6800     0.0139
        85    -0.6700     0.0157
        85    -0.6600     0.0125
        85    -0.6500     0.0139
        85    -0.6400     0.0129
        85    -0.6300     0.0131
        85    -0.6200     0.0133
        85    -0.6100     0.0136
        85    -0.6000     0.0136
        85    -0.5900     0.0130
        85    -0.5800     0.0120
        85    -0.5700     0.0126
        85    -0.5600     0.0126
        85    -0.5500     0.0127
        85    -0.5400     0.0125
        85    -0.5300     0.0125
        85    -0.5200     0.0136
        85    -0.5100     0.0135
        85    -0.5000     0.0139
        85    -0.4900     0.0127
        85    -0.4800     0.0124
        85    -0.4700     0.0139
        85    -0.4600     0.0143
        85    -0.4500     0.0142
        85    -0.4400     0.0142
        85    -0.4300     0.0150
        85    -0.4200     0.0138
        85    -0.4100     0.0140
        85    -0.4000     0.0156
        85    -0.3900     0.0143
        85    -0.3800     0.0123
        85    -0.3700     0.0126
        85    -0.3600     0.0156
        85    -0.3500     0.0123
        85    -0.3400     0.0152
        85    -0.3300     0.0153
        85    -0.3200     0.0458
        85    -0.3100     0.0134
        85    -0.3000     0.0134
        85    -0.2900     0.0122
        85    -0.2800     0.0130
        85    -0.2700     0.0132
        85    -0.2600     0.0127
        85    -0.2500     0.0123
        85    -0.2400     0.0136
        85    -0.2300     0.0128
        85    -0.2200     0.0126
        85    -0.2100     0.0130
        85    -0.2000     0.0137
        85    -0.1900     0.0125
        85    -0.1800     0.0124
        85    -0.1700     0.0134
        85    -0.1600     0.0160
        85    -0.1500     0.0150
        85    -0.1400     0.0150
        85    -0.1300     0.0136
        85    -0.1200     0.0166
        85    -0.1100     0.0164
        85    -0.1000     0.0151
        85    -0.0900     0.0181
        85    -0.0800     0.0145
        85    -0.0700     0.0149
        85    -0.0600     0.0204
        85    -0.0500     0.0148
        85    -0.0400     0.0195
        85    -0.0300     0.0167
        85    -0.0200     0.0172
        85    -0.0100     0.0152
        85     0.0000     0.0125
        85     0.0100     0.0125
        85     0.0200     0.0136
        85     0.0300     0.0155
        85     0.0400     0.0145
        85     0.0500     0.0147
        85     0.0600     0.0136
        85     0.0700     0.0138
        85     0.0800     0.0126
        85     0.0900     0.0116
        85     0.1000     0.0118
        85     0.1100     0.0117
        85     0.1200     0.0126
        85     0.1300     0.0122
        85     0.1400     0.0143
        85     0.1500     0.0127
        85     0.1600     0.0124
        85     0.1700     0.0129
        85     0.1800     0.0121
        85     0.1900     0.0128
        85     0.2000     0.0122
        85     0.2100     0.0119
        85     0.2200     0.0130
        85     0.2300     0.0133
        85     0.2400     0.0124
        85     0.2500     0.0116
        85     0.2600     0.0121
        85     0.2700     0.0120
        85     0.2800     0.0117
        85     0.2900     0.0126
        85     0.3000     0.0134
        85     0.3100     0.0130
        85     0.3200     0.0143
        85     0.3300     0.0127
        85     0.3400     0.0130
        85     0.3500     0.0129
        85     0.3600     0.0133
        85     0.3700     0.0115
        85     0.3800     0.0129
        85     0.3900     0.0130
        85     0.4000     0.0122
        85     0.4100     0.0121
        85     0.4200     0.0116
        85     0.4300     0.0136
        85     0.4400     0.0117
        85     0.4500     0.0118
        85     0.4600     0.0134
        85     0.4700     0.0118
        85     0.4800     0.0167
        85     0.4900     0.0115
        85     0.5000     0.0123
        85     0.5100     0.0122
        85     0.5200     0.0136
        85     0.5300     0.0114
        85     0.5400     0.0113
        85     0.5500     0.0122
        85     0.5600     0.0113
        85     0.5700     0.0145
        85     0.5800     0.0121
        85     0.5900     0.0126
        85     0.6000     0.0123
        85     0.6100     0.0186
        85     0.6200     0.0128
        85     0.6300     0.0130
        85     0.6400     0.0124
        85     0.6500     0.0127
        85     0.6600     0.0124
        85     0.6700     0.0134
        85     0.6800     0.0116
        85     0.6900     0.0116
        85     0.7000     0.0139
        85     0.7100     0.0266
        85     0.7200     0.0129
        85     0.7300     0.0122
        85     0.7400     0.0141
        85     0.7500     0.0146
        85     0.7600     0.0132
        85     0.7700     0.0134
        85     0.7800     0.0124
        85     0.7900     0.0121
        85     0.8000     0.0134
        85     0.8100     0.0162
        85     0.8200     0.0132
        85     0.8300     0.0126
        85     0.8400     0.0128
        85     0.8500     0.0129
        85     0.8600     0.0120
        85     0.8700     0.0132
        85     0.8800     0.0132
        85     0.8900     0.0123
        85     0.9000     0.0131
        85     0.9100     0.0127
        85     0.9200     0.0123
        85     0.9300     0.0116
        85     0.9400     0.0125
        85     0.9500     0.0114
        85     0.9600     0.0133
        85     0.9700     0.0113
        85     0.9800     0.0141
        85     0.9900     0.0115
        85     1.0000     0.0126
        90    -0.9900     0.0140
        90    -0.9800     0.0126
        90    -0.9700     0.0124
        90    -0.9600     0.0141
        90    -0.9500     0.0133
        90    -0.9400     0.0138
        90    -0.9300     0.0129
        90    -0.9200     0.0126
        90    -0.9100     0.0126
        90    -0.9000     0.0126
        90    -0.8900     0.0126
        90    -0.8800     0.0135
        90    -0.8700     0.0141
        90    -0.8600     0.0124
        90    -0.8500     0.0135
        90    -0.8400     0.0140
        90    -0.8300     0.0140
        90    -0.8200     0.0132
        90    -0.8100     0.0133
        90    -0.8000     0.0129
        90    -0.7900     0.0132
        90    -0.7800     0.0137
        90    -0.7700     0.0140
        90    -0.7600     0.0141
        90    -0.7500     0.0141
        90    -0.7400     0.0141
        90    -0.7300     0.0141
        90    -0.7200     0.0139
        90    -0.7100     0.0138
        90    -0.7000     0.0126
        90    -0.6900     0.0131
        90    -0.6800     0.0125
        90    -0.6700     0.0125
        90    -0.6600     0.0132
        90    -0.6500     0.0169
        90    -0.6400     0.0124
        90    -0.6300     0.0122
        90    -0.6200     0.0126
        90    -0.6100     0.0142
        90    -0.6000     0.0128
        90    -0.5900     0.0128
        90    -0.5800     0.0133
        90    -0.5700     0.0129
        90    -0.5600     0.0122
        90    -0.5500     0.0127
        90    -0.5400     0.0139
        90    -0.5300     0.0132
        90    -0.5200     0.0166
        90    -0.5100     0.0129
        90    -0.5000     0.0133
        90    -0.4900     0.0153
        90    -0.4800     0.0177
        90    -0.4700     0.0168
        90    -0.4600     0.0184
        90    -0.4500     0.0136
        90    -0.4400     0.0150
        90    -0.4300     0.0148
        90    -0.4200     0.0135
        90    -0.4100     0.0145
        90    -0.4000     0.0146
        90    -0.3900     0.0136
        90    -0.3800     0.0169
        90    -0.3700     0.0132
        90    -0.3600     0.0130
        90    -0.3500     0.0122
        90    -0.3400     0.0131
        90    -0.3300     0.0138
        90    -0.3200     0.0175
        90    -0.3100     0.0132
        90    -0.3000     0.0142
        90    -0.2900     0.0157
        90    -0.2800     0.0131
        90    -0.2700     0.0163
        90    -0.2600     0.0143
        90    -0.2500     0.0146
        90    -0.2400     0.0144
        90    -0.2300     0.0142
        90    -0.2200     0.0135
        90    -0.2100     0.0178
        90    -0.2000     0.0136
        90    -0.1900     0.0151
        90    -0.1800     0.0126
        90    -0.1700     0.0143
        90    -0.1600     0.0132
        90    -0.1500     0.0159
        90    -0.1400     0.0132
        90    -0.1300     0.0134
        90    -0.1200     0.0167
        90    -0.1100     0.0150
        90    -0.1000     0.0133
        90    -0.0900     0.0141
        90    -0.0800     0.0146
        90    -0.0700     0.0155
        90    -0.0600     0.0139
        90    -0.0500     0.0136
        90    -0.0400     0.0137
        90    -0.0300     0.0135
        90    -0.0200     0.0143
        90    -0.0100     0.0153
        90     0.0000     0.0133
        90     0.0100     0.0131
        90     0.0200     0.0139
        90     0.0300     0.0135
        90     0.0400     0.0136
        90     0.0500     0.0138
        90     0.0600     0.0127
        90     0.0700     0.0123
        90     0.0800     0.0137
        90     0.0900     0.0130
        90     0.1000     0.0137
        90     0.1100     0.0121
        90     0.1200     0.0135
        90     0.1300     0.0121
        90     0.1400     0.0123
        90     0.1500     0.0156
        90     0.1600     0.0127
        90     0.1700     0.0129
        90     0.1800     0.0126
        90     0.1900     0.0127
        90     0.2000     0.0203
        90     0.2100     0.0130
        90     0.2200     0.0134
        90     0.2300     0.0132
        90     0.2400     0.0129
        90     0.2500     0.0129
        90     0.2600     0.0134
        90     0.2700     0.0126
        90     0.2800     0.0132
        90     0.2900     0.0128
        90     0.3000     0.0140
        90     0.3100     0.0122
        90     0.3200     0.0123
        90     0.3300     0.0133
        90     0.3400     0.0128
        90     0.3500     0.0131
        90     0.3600     0.0138
        90     0.3700     0.0135
        90     0.3800     0.0119
        90     0.3900     0.0124
        90     0.4000     0.0142
        90     0.4100     0.0176
        90     0.4200     0.0123
        90     0.4300     0.0124
        90     0.4400     0.0140
        90     0.4500     0.0125
        90     0.4600     0.0128
        90     0.4700     0.0129
        90     0.4800     0.0120
        90     0.4900     0.0132
        90     0.5000     0.0134
        90     0.5100     0.0136
        90     0.5200     0.0120
        90     0.5300     0.0131
        90     0.5400     0.0123
        90     0.5500     0.0125
        90     0.5600     0.0129
        90     0.5700     0.0132
        90     0.5800     0.0127
        90     0.5900     0.0120
        90     0.6000     0.0121
        90     0.6100     0.0149
        90     0.6200     0.0134
        90     0.6300     0.0137
        90     0.6400     0.0128
        90     0.6500     0.0162
        90     0.6600     0.0137
        90     0.6700     0.0192
        90     0.6800     0.0197
        90     0.6900     0.0148
        90     0.7000     0.0145
        90     0.7100     0.0147
        90     0.7200     0.0160
        90     0.7300     0.0138
        90     0.7400     0.0156
        90     0.7500     0.0147
        90     0.7600     0.0143
        90     0.7700     0.0144
        90     0.7800     0.0136
        90     0.7900     0.0160
        90     0.8000     0.0133
        90     0.8100     0.0132
        90     0.8200     0.0130
        90     0.8300     0.0126
        90     0.8400     0.0135
        90     0.8500     0.0137
        90     0.8600     0.0123
        90     0.8700     0.0127
        90     0.8800     0.0130
        90     0.8900     0.0132
        90     0.9000     0.0125
        90     0.9100     0.0132
        90     0.9200     0.0127
        90     0.9300     0.0122
        90     0.9400     0.0170
        90     0.9500     0.0126
        90     0.9600     0.0122
        90     0.9700     0.0135
        90     0.9800     0.0129
        90     0.9900     0.0137
        90     1.0000     0.0127
        95    -0.9900     0.0156
        95    -0.9800     0.0147
        95    -0.9700     0.0154
        95    -0.9600     0.0135
        95    -0.9500     0.0148
        95    -0.9400     0.0143
        95    -0.9300     0.0140
        95    -0.9200     0.0139
        95    -0.9100     0.0133
        95    -0.9000     0.0132
        95    -0.8900     0.0137
        95    -0.8800     0.0140
        95    -0.8700     0.0140
        95    -0.8600     0.0140
        95    -0.8500     0.0145
        95    -0.8400     0.0137
        95    -0.8300     0.0136
        95    -0.8200     0.0139
        95    -0.8100     0.0135
        95    -0.8000     0.0141
        95    -0.7900     0.0143
        95    -0.7800     0.0141
        95    -0.7700     0.0144
        95    -0.7600     0.0138
        95    -0.7500     0.0146
        95    -0.7400     0.0137
        95    -0.7300     0.0149
        95    -0.7200     0.0140
        95    -0.7100     0.0140
        95    -0.7000     0.0150
        95    -0.6900     0.0148
        95    -0.6800     0.0139
        95    -0.6700     0.0144
        95    -0.6600     0.0151
        95    -0.6500     0.0154
        95    -0.6400     0.0160
        95    -0.6300     0.0147
        95    -0.6200     0.0145
        95    -0.6100     0.0141
        95    -0.6000     0.0140
        95    -0.5900     0.0138
        95    -0.5800     0.0150
        95    -0.5700     0.0139
        95    -0.5600     0.0142
        95    -0.5500     0.0156
        95    -0.5400     0.0145
        95    -0.5300     0.0173
        95    -0.5200     0.0142
        95    -0.5100     0.0147
        95    -0.5000     0.0153
        95    -0.4900     0.0153
        95    -0.4800     0.0139
        95    -0.4700     0.0147
        95    -0.4600     0.0150
        95    -0.4500     0.0148
        95    -0.4400     0.0148
        95    -0.4300     0.0162
        95    -0.4200     0.0149
        95    -0.4100     0.0150
        95    -0.4000     0.0153
        95    -0.3900     0.0157
        95    -0.3800     0.0156
        95    -0.3700     0.0138
        95    -0.3600     0.0165
        95    -0.3500     0.0150
        95    -0.3400     0.0154
        95    -0.3300     0.0136
        95    -0.3200     0.0438
        95    -0.3100     0.0161
        95    -0.3000     0.0144
        95    -0.2900     0.0158
        95    -0.2800     0.0165
        95    -0.2700     0.0158
        95    -0.2600     0.0171
        95    -0.2500     0.0140
        95    -0.2400     0.0151
        95    -0.2300     0.0144
        95    -0.2200     0.0153
        95    -0.2100     0.0148
        95    -0.2000     0.0156
        95    -0.1900     0.0141
        95    -0.1800     0.0150
        95    -0.1700     0.0148
        95    -0.1600     0.0149
        95    -0.1500     0.0147
        95    -0.1400     0.0157
        95    -0.1300     0.0147
        95    -0.1200     0.0150
        95    -0.1100     0.0140
        95    -0.1000     0.0157
        95    -0.0900     0.0143
        95    -0.0800     0.0167
        95    -0.0700     0.0167
        95    -0.0600     0.0156
        95    -0.0500     0.0156
        95    -0.0400     0.0165
        95    -0.0300     0.0204
        95    -0.0200     0.0227
        95    -0.0100     0.0162
        95     0.0000     0.0199
        95     0.0100     0.0153
        95     0.0200     0.0162
        95     0.0300     0.0149
        95     0.0400     0.0147
        95     0.0500     0.0142
        95     0.0600     0.0147
        95     0.0700     0.0152
        95     0.0800     0.0144
        95     0.0900     0.0142
        95     0.1000     0.0135
        95     0.1100     0.0143
        95     0.1200     0.0141
        95     0.1300     0.0130
        95     0.1400     0.0138
        95     0.1500     0.0158
        95     0.1600     0.0144
        95     0.1700     0.0143
        95     0.1800     0.0157
        95     0.1900     0.0147
        95     0.2000     0.0148
        95     0.2100     0.0152
        95     0.2200     0.0143
        95     0.2300     0.0157
        95     0.2400     0.0184
        95     0.2500     0.0156
        95     0.2600     0.0193
        95     0.2700     0.0178
        95     0.2800     0.0165
        95     0.2900     0.0157
        95     0.3000     0.0149
        95     0.3100     0.0169
        95     0.3200     0.0143
        95     0.3300     0.0155
        95     0.3400     0.0158
        95     0.3500     0.0142
        95     0.3600     0.0146
        95     0.3700     0.0134
        95     0.3800     0.0142
        95     0.3900     0.0141
        95     0.4000     0.0162
        95     0.4100     0.0135
        95     0.4200     0.0148
        95     0.4300     0.0142
        95     0.4400     0.0135
        95     0.4500     0.0184
        95     0.4600     0.0190
        95     0.4700     0.0177
        95     0.4800     0.0151
        95     0.4900     0.0148
        95     0.5000     0.0149
        95     0.5100     0.0133
        95     0.5200     0.0139
        95     0.5300     0.0134
        95     0.5400     0.0156
        95     0.5500     0.0148
        95     0.5600     0.0159
        95     0.5700     0.0153
        95     0.5800     0.0137
        95     0.5900     0.0150
        95     0.6000     0.0138
        95     0.6100     0.0203
        95     0.6200     0.0172
        95     0.6300     0.0142
        95     0.6400     0.0147
        95     0.6500     0.0153
        95     0.6600     0.0147
        95     0.6700     0.0146
        95     0.6800     0.0162
        95     0.6900     0.0166
        95     0.7000     0.0155
        95     0.7100     0.0149
        95     0.7200     0.0138
        95     0.7300     0.0133
        95     0.7400     0.0150
        95     0.7500     0.0141
        95     0.7600     0.0147
        95     0.7700     0.0139
        95     0.7800     0.0231
        95     0.7900     0.0190
        95     0.8000     0.0150
        95     0.8100     0.0149
        95     0.8200     0.0142
        95     0.8300     0.0150
        95     0.8400     0.0133
        95     0.8500     0.0142
        95     0.8600     0.0150
        95     0.8700     0.0141
        95     0.8800     0.0144
        95     0.8900     0.0157
        95     0.9000     0.0139
        95     0.9100     0.0149
        95     0.9200     0.0142
        95     0.9300     0.0161
        95     0.9400     0.0156
        95     0.9500     0.0145
        95     0.9600     0.0151
        95     0.9700     0.0137
        95     0.9800     0.0147
        95     0.9900     0.0148
        95     1.0000     0.0146
       100    -0.9900     0.0196
       100    -0.9800     0.0165
       100    -0.9700     0.0161
       100    -0.9600     0.0161
       100    -0.9500     0.0147
       100    -0.9400     0.0193
       100    -0.9300     0.0225
       100    -0.9200     0.0160
       100    -0.9100     0.0156
       100    -0.9000     0.0155
       100    -0.8900     0.0151
       100    -0.8800     0.0164
       100    -0.8700     0.0196
       100    -0.8600     0.0162
       100    -0.8500     0.0152
       100    -0.8400     0.0152
       100    -0.8300     0.0146
       100    -0.8200     0.0146
       100    -0.8100     0.0153
       100    -0.8000     0.0159
       100    -0.7900     0.0138
       100    -0.7800     0.0154
       100    -0.7700     0.0140
       100    -0.7600     0.0149
       100    -0.7500     0.0149
       100    -0.7400     0.0146
       100    -0.7300     0.0154
       100    -0.7200     0.0149
       100    -0.7100     0.0146
       100    -0.7000     0.0142
       100    -0.6900     0.0158
       100    -0.6800     0.0149
       100    -0.6700     0.0187
       100    -0.6600     0.0149
       100    -0.6500     0.0163
       100    -0.6400     0.0150
       100    -0.6300     0.0154
       100    -0.6200     0.0237
       100    -0.6100     0.0170
       100    -0.6000     0.0160
       100    -0.5900     0.0144
       100    -0.5800     0.0153
       100    -0.5700     0.0151
       100    -0.5600     0.0171
       100    -0.5500     0.0148
       100    -0.5400     0.0152
       100    -0.5300     0.0178
       100    -0.5200     0.0151
       100    -0.5100     0.0207
       100    -0.5000     0.0150
       100    -0.4900     0.0159
       100    -0.4800     0.0152
       100    -0.4700     0.0152
       100    -0.4600     0.0147
       100    -0.4500     0.0148
       100    -0.4400     0.0146
       100    -0.4300     0.0156
       100    -0.4200     0.0162
       100    -0.4100     0.0158
       100    -0.4000     0.0148
       100    -0.3900     0.0157
       100    -0.3800     0.0161
       100    -0.3700     0.0165
       100    -0.3600     0.0145
       100    -0.3500     0.0182
       100    -0.3400     0.0157
       100    -0.3300     0.0169
       100    -0.3200     0.0176
       100    -0.3100     0.0169
       100    -0.3000     0.0168
       100    -0.2900     0.0200
       100    -0.2800     0.0159
       100    -0.2700     0.0153
       100    -0.2600     0.0157
       100    -0.2500     0.0153
       100    -0.2400     0.0148
       100    -0.2300     0.0168
       100    -0.2200     0.0159
       100    -0.2100     0.0185
       100    -0.2000     0.0158
       100    -0.1900     0.0156
       100    -0.1800     0.0145
       100    -0.1700     0.0148
       100    -0.1600     0.0169
       100    -0.1500     0.0162
       100    -0.1400     0.0164
       100    -0.1300     0.0154
       100    -0.1200     0.0152
       100    -0.1100     0.0166
       100    -0.1000     0.0148
       100    -0.0900     0.0160
       100    -0.0800     0.0147
       100    -0.0700     0.0211
       100    -0.0600     0.0151
       100    -0.0500     0.0174
